,Source,userid,Join
1253,105952,9f230d47eacdd9d279d9af2d194d7513,2017-09-16 15:45:01
1254,105216,69f9f53daeb8007912a99c7103021a63,2017-09-16 15:43:46
1255,105614,8514c6925cff16798297d9d7c0815447,2017-09-16 15:42:54
1256,105755,0c47573d2b5c0d33141907105987c249,2017-09-16 15:41:11
1257,104474,a68b44c2a63576a6ca14c774a2384fdd,2017-09-16 15:36:25
1258,105755,aa8245050ead103ef0074aeb237c02c4,2017-09-16 15:35:41
1259,105614,c203d39627a732fa92f423336c148d8c,2017-09-16 15:32:20
1260,105755,1df090d75d3d709a35f23cba058d0006,2017-09-16 15:31:49
1261,105343,aa3f73f06288f2787a9dd5ec58a67f1e,2017-09-16 15:27:26
1262,105952,12fa255033c9f9d4227ceb3ee2edecc8,2017-09-16 15:26:58
1263,104474,b578d5cefc16291c91e343a9f27e97b7,2017-09-16 15:26:14
1264,105290,18de7bb7487b193eb11d9b7b368fc885,2017-09-16 15:24:29
1265,102701,763a39a22405e38ee051c96bfd79f1cd,2017-09-16 15:20:23
1266,104474,f87c23c2a9580db8913daee1f98212a1,2017-09-16 15:16:29
1267,102701,ef772bcac1e1746b6c91c32bd02e8c42,2017-09-16 15:11:42
1268,104474,5a30c8fb03f711519668adc4cd6e230b,2017-09-16 15:06:35
1269,105755,3641b46dc6da5f0598013471ca5f92d0,2017-09-16 15:04:12
1270,104474,a0467a8ea48d8da8b500d98a523b8c0f,2017-09-16 15:03:38
1271,104474,2d7aba5e0c9045ae784a79aeb2cbb3aa,2017-09-16 15:02:53
1272,105952,7c05f6d155e7f1507bb23237b007b55a,2017-09-16 15:01:51
1273,104474,0515df99b0a7fc72f46ae4c6b0c08b20,2017-09-16 14:56:13
1274,105755,f2a39718381958fa0cf1110745bfe9e8,2017-09-16 14:55:15
1275,105439,c189a5b53eb4e4b80faf26978746a03d,2017-09-16 14:51:42
1276,102701,87523962e0bb454986d3ca27cdf59d0b,2017-09-16 14:51:38
1277,105774,59fa7e5c94a1d7785d49816b660de12d,2017-09-16 14:50:47
1278,105755,1d4f09e61633cc4c054c542af436f886,2017-09-16 14:48:50
1279,104474,61815f33b09d3b16b2e23a24af51db1f,2017-09-16 14:47:27
1280,104474,04357e0c713261adbb5c06c8471098f2,2017-09-16 14:46:46
1281,105755,ea21aa6937e07dae801ea5900120052d,2017-09-16 14:43:39
1282,102875,2455089e7a476f581e1391fb5b2d0ba8,2017-09-16 14:41:20
1283,103708,9aac0c223261eaa6be559cc2801511b6,2017-09-16 14:37:09
1284,104474,b47200ff6df43d31fde6b5db595c3e8e,2017-09-16 14:36:24
1285,105755,9e768153050d3e31eeba9989aa84f829,2017-09-16 14:34:15
1286,105755,499fbb7da36278539f83d15685731386,2017-09-16 14:33:59
1287,105638,18c220c1d2df0e62188eae79d93cf498,2017-09-16 14:28:08
1288,104474,8db5ab0f85bd19521c56fa2246250c85,2017-09-16 14:26:35
1289,105952,fa69d60603852cafe9981a7332aa4df3,2017-09-16 14:21:18
1290,104474,3dfaed457590b0e0d13b83b27698f703,2017-09-16 14:16:49
1291,105614,2a2656dbc936870592589e3dec9b2016,2017-09-16 14:12:57
1292,105614,bf4ab9e792ce54403a2215780963ab4f,2017-09-16 14:12:23
1293,105755,e85c35c18dcceb5674b61c2cf1d54a59,2017-09-16 14:09:47
1294,105078,c6eec5cc210c73ce231215dc3f40e0a3,2017-09-16 14:09:21
1295,105952,9b06f82af67ef79eafa955e316147314,2017-09-16 14:08:26
1296,104474,7165b94f951f0a2a45e007dcb63a8b97,2017-09-16 14:06:36
1297,102701,632e323db836f10e8ace7d0df4dce5b5,2017-09-16 14:06:14
1298,102701,0eabae15db64cb37a7eccb21ae76b3e8,2017-09-16 14:04:06
1299,104474,837823832079185b74710294378c918d,2017-09-16 14:03:26
1300,104474,d9fdbd0f1480b23b6477177bbb8f1686,2017-09-16 14:02:56
1301,104474,4887eb94ba7707952e5ef2ed62928958,2017-09-16 13:56:18
1302,105740,673db925ad114534702a1e3bfe950a91,2017-09-16 13:54:06
1303,105755,091b4e34b9e3e3fcd3fe0c0cec952154,2017-09-16 13:52:21
1304,105755,401786c3aa6f343d799ad0c24c2e0a50,2017-09-16 13:50:33
1305,104474,3081c1c575be51592a643949c2422652,2017-09-16 13:45:59
1306,105755,5a41cb26275655c174284c0e4f4522f9,2017-09-16 13:44:52
1307,102875,cad80c4083d70b533ebbfd074ce3315c,2017-09-16 13:42:28
1308,105755,7baaac3973d78788f82caf5e2c3c04d8,2017-09-16 13:41:19
1309,102701,b31ec3ea439bd57c633b909953bba392,2017-09-16 13:38:54
1310,104474,5f7a21707b2a330f376e2344f788d693,2017-09-16 13:36:36
1311,105755,9232da0b0b64ad9dc56c49fc32f6f0a6,2017-09-16 13:35:28
1312,105614,deaf7b0cac2dfdd850eff84afbfcbde5,2017-09-16 13:28:21
1313,102701,a025b31dba6e0e481184726b3a4d56b8,2017-09-16 13:27:56
1314,105439,5a0086b445a4e4b881646aa918f53935,2017-09-16 13:27:40
1315,104474,8db1c17ef80f1b4476432c6a96363e5e,2017-09-16 13:26:08
1316,105085,e3e7b043a32c4b3b1b314c728a321ed7,2017-09-16 13:24:09
1317,102701,bc61a13c6df98e6d75b94e3a4d3f23fa,2017-09-16 13:19:08
1318,104474,b50494e845e2e966f6d68b200ef4327e,2017-09-16 13:16:09
1319,105755,21e9ef53bd101ca478ef64ffd66a8cfa,2017-09-16 13:15:58
1320,104560,30d9f1fb51d6836268241afaa4c1ba34,2017-09-16 13:09:27
1321,102701,f43cd8dc6faba22a45a5a97fb89f59b5,2017-09-16 13:08:07
1322,105638,8edab3223a46b83ca23c0453bd69ec09,2017-09-16 13:08:03
1323,104474,cf9dec51a6c3632cc8719e82bc0c9a59,2017-09-16 13:06:08
1324,104560,31249de3f3b90cc528c6da72d491f066,2017-09-16 13:04:50
1325,104474,fa5a80326b8ef1af0602516d420b81ab,2017-09-16 13:03:35
1326,104474,c514869754bcddb24420f161eb07f898,2017-09-16 13:03:06
1327,104474,4146290f8e4f305520b41646897892c5,2017-09-16 12:56:55
1328,102701,c56a0fc62a714b9450ec50062b0f452d,2017-09-16 12:55:22
1329,105755,2d9db42b5697d5d09cb2fae57bdb6316,2017-09-16 12:54:30
1330,105614,8caf6a6e3de7528ceb731f0bad570310,2017-09-16 12:51:43
1331,105085,7fee2e7e39e71f76fb0136e992826a69,2017-09-16 12:49:20
1332,104474,5cf06029c94079b874ef42eb9b796791,2017-09-16 12:47:42
1333,104474,121571cf5141afad7a343726cee01245,2017-09-16 12:46:20
1334,105078,2375010e623a0beb6cb3526d2f20a720,2017-09-16 12:45:02
1335,105755,3dc27cf1d4cffcd0ed0400e124217bbc,2017-09-16 12:44:01
1336,105614,1712d2be143dd930213931f12671186c,2017-09-16 12:43:45
1337,105565,ea34b3c0834f431bf70156bec4c707c4,2017-09-16 12:42:59
1338,105816,ee2f820e79b3881283935d88685aaf99,2017-09-16 12:37:59
1339,104474,3efc7a439b51a27be94f178203cdaaa1,2017-09-16 12:36:45
1340,105439,dfdfc953fe56ce346eab181369469203,2017-09-16 12:36:17
1341,105755,bb65fec6d433f583f5dac7c9db3efcf5,2017-09-16 12:35:57
1342,106162,fe875bb641555c13ece917cc1c8493bf,2017-09-16 12:32:05
1343,104474,5b09cc600062157a3dca0802c0c3d801,2017-09-16 12:25:58
1344,105766,990a6931e45bc038ba16d8e7d657217f,2017-09-16 12:25:01
1345,105755,46d319ca12f8e2183a18535c0fb1c2df,2017-09-16 12:23:13
1346,106090,86a401ceeb705c53609571a607f35c91,2017-09-16 12:22:05
1347,104474,12ab32d7149312fdff39dcc37c3c18c1,2017-09-16 12:16:48
1348,105949,06936a957ceb8755d98d892ef92246b6,2017-09-16 12:15:19
1349,105952,60bc69c56d9f7aec4f5a5b5fb0b42c35,2017-09-16 12:12:15
1350,102701,a6f1a588dc7a695a1dbcc52eb61f88cc,2017-09-16 12:10:29
1351,103708,fc0340039f5477bb415d362a06e8f4d3,2017-09-16 12:10:22
1352,104474,abcda82b00294da951900f58bb80253f,2017-09-16 12:06:48
1353,104560,d9752e2129ffb6c536ccfaa089a34c1f,2017-09-16 12:06:00
1354,105932,05137ba9503aefbbd634169f177306cb,2017-09-16 12:05:37
1355,104474,e6a5012ca6224e69193f16411e9bbeea,2017-09-16 12:03:23
1356,104474,723b026ae3731bfa9ac9846a47758466,2017-09-16 12:02:44
1357,104560,fc2d077af7acb070615d4c4aa21d41dc,2017-09-16 11:59:41
1358,104474,054f3275a95f41559d6b22fe598335d4,2017-09-16 11:56:09
1359,102701,f6f77aca0a21bb46626fd396332a2fdb,2017-09-16 11:55:53
1360,105078,4bb1f532490a0f7c270539e018a3cf7e,2017-09-16 11:55:30
1361,105755,8dfc20ad66128e25eb4273c1eadb18fc,2017-09-16 11:53:55
1362,102875,31c40471673a250a596bef414e28ea8f,2017-09-16 11:50:35
1363,104474,193c55320af781d0904c6e063063d119,2017-09-16 11:46:22
1364,105952,a579bd9fa4e1bbca286bf9447b5c4962,2017-09-16 11:42:54
1365,102866,d5f460c2650fe6dcd931e712ce8488c6,2017-09-16 11:42:36
1366,102701,75f3ab53d69937c98f4933aa2693875a,2017-09-16 11:41:08
1367,102866,4be485429ff0e2e86a94ecd1e91200ae,2017-09-16 11:41:00
1368,105987,6b2dd9ca7e292f2bcbd28089b628b192,2017-09-16 11:39:27
1369,105400,b7e278fb5876246f06423f27aace889f,2017-09-16 11:38:14
1370,104474,ead4ea606b977ea702f92e5f6f21f3e6,2017-09-16 11:36:15
1371,105400,53fea356ab48a36865788d71eaeba8b5,2017-09-16 11:36:02
1372,102701,46036f1d60e9573949500a819dd3ee24,2017-09-16 11:35:50
1373,105755,11c0668f55b51801d17b5b76d5d50e13,2017-09-16 11:35:38
1374,104474,256d03650fa8829b476b233cf3901047,2017-09-16 11:26:07
1375,105656,e32dc55ead8a5499b4875b57eb50bb58,2017-09-16 11:25:25
1376,104474,79be67ac93881cbe3ae63e98be1ad524,2017-09-16 11:16:04
1377,105614,2a9d2f49d4b91676bdae6976dca35917,2017-09-16 11:13:28
1378,105638,2778a28322f5c2f66d28abccc0296cb4,2017-09-16 11:12:20
1379,106134,7d75315f2f5d9a0e047eaf072ba7d889,2017-09-16 11:11:29
1380,104474,2cb07973efef891126a0d39bdc8ded51,2017-09-16 11:06:36
1381,104474,b6babf083b16d993c69063e9c43240a7,2017-09-16 11:03:30
1382,104474,d8a971287005060b746010fb2b6bbb6c,2017-09-16 11:03:00
1383,104560,924be5f88bda9f6246841781627501f9,2017-09-16 10:59:37
1384,105343,0bdc6bccbc27f356caebaf55fb173625,2017-09-16 10:59:26
1385,104474,7d796608fdc97861876933fbe8171fea,2017-09-16 10:56:12
1386,105440,b940c98f74d78067913c479cd96afb7e,2017-09-16 10:54:49
1387,105085,e6d754ee5b3997bfa423bca5f97f972b,2017-09-16 10:51:27
1388,104474,c083736aa97efa1f1a14ac25856feb50,2017-09-16 10:46:24
1389,104474,8cb2f19f20e190f91c1374be2b566d85,2017-09-16 10:36:18
1390,105638,864153a4366319b5e74d6f9bd29d1eca,2017-09-16 10:28:49
1391,105614,3ae655e0ce555be11f1dfe0176d88184,2017-09-16 10:28:35
1392,102875,bc6016a1599b872f581f057ce5166c8b,2017-09-16 10:26:56
1393,104474,a3bdf7bbec31b0f6c490ce3f8aeeae93,2017-09-16 10:26:09
1394,104474,490a8dafd3545ce4d032a4d5971b3829,2017-09-16 10:16:20
1395,102701,51477e997c2babe408725a1fcf65e7b3,2017-09-16 10:15:13
1396,102701,7fe4470f1b77dfcc8447701a8e75a3b8,2017-09-16 10:09:45
1397,102875,52d4579e1e437bebf94aa1327a10803a,2017-09-16 10:09:12
1398,104560,154f9889e62e37cc31a401864e2d4798,2017-09-16 10:08:15
1399,106090,ee394c15c02156ce03b914ddbc8ab892,2017-09-16 10:07:21
1400,104474,ef68d2b2794a656a5f63f430db99455c,2017-09-16 10:06:17
1401,102701,adb4a2a8ae1c1ae8767c780eb967d653,2017-09-16 10:04:14
1402,104474,3b3aa042eef2030216f14bf7ccb42180,2017-09-16 10:03:30
1403,104474,0686cfc68bdd475fc1973174055fc7d6,2017-09-16 10:02:56
1404,102701,2dfeeac51a94cfe63aae6327a97cf663,2017-09-16 10:02:27
1405,104560,c6708e423223e8aa1a6b66041339c987,2017-09-16 10:01:59
1406,105952,2cb42f74d05d67d916956c0667da0502,2017-09-16 10:01:57
1407,102701,114a957992156201403ae71e90711eea,2017-09-16 09:59:15
1408,105606,7a2a633c5a320528b76633da10e369cf,2017-09-16 09:56:25
1409,104474,cf3a577664998a2c524fc6a3f411c818,2017-09-16 09:56:08
1410,104560,8233334bed549b3f3c278411039d8644,2017-09-16 09:53:39
1411,102701,ed06a470d705233532b5995b1f2088a3,2017-09-16 09:52:54
1412,105440,f5e289b9392f75f3c1ef1911d7f0d17e,2017-09-16 09:51:14
1413,105952,265ed5b53a235d573a1ffc549763df51,2017-09-16 09:46:42
1414,104474,b9c0244578066c78dce83194153fab2f,2017-09-16 09:45:47
1415,105952,911734633dc22a379ec9a8f6f341202b,2017-09-16 09:44:03
1416,102701,62f7020526a5830bab7e15364034bc28,2017-09-16 09:43:32
1417,104474,3dc393e0191db30fad796306e37e0370,2017-09-16 09:36:20
1418,105638,1a3a4b3918e6456c61a11f07b1995e8a,2017-09-16 09:31:32
1419,104560,39227697849071df5428bea62abab289,2017-09-16 09:31:29
1420,105638,ea041d8c8e74c80c3610505ea44976b6,2017-09-16 09:26:52
1421,105614,0fbfd70dbc4155df04e593092606e1d2,2017-09-16 09:26:05
1422,104474,6781f10f6c8298220a127e7ede4f954b,2017-09-16 09:25:57
1423,105774,be112546cac6a741b2f653c7205f64fd,2017-09-16 09:19:08
1424,105638,6990db061844b915518661142db224a3,2017-09-16 09:17:44
1425,104474,2bea4afd1baec80f3725d166461ce950,2017-09-16 09:16:03
1426,105774,94348493e4a4cc50ea22421ddb4efbf6,2017-09-16 09:10:57
1427,105439,ff9db1262bd9b47c215b61d77c47a905,2017-09-16 09:07:39
1428,104474,f3b1b4209eb06086cf17bef68dd44ee7,2017-09-16 09:06:30
1429,104474,642301e3c685464275653691b913cbc2,2017-09-16 09:03:42
1430,104474,f5dff0a92d8c0dc482ab19cbe20175f8,2017-09-16 09:02:58
1431,105400,ab0ba929d0067e42da8b8fe5f905532e,2017-09-16 09:01:21
1432,104474,6df0e50fde82d95314bf78f3a8193ceb,2017-09-16 08:56:04
1433,103683,c607735f8f1a910e4636d6fec6db77fe,2017-09-16 08:49:59
1434,105952,2316b42751e821bcc03f3e1eeb51aee7,2017-09-16 08:48:28
1435,104474,951d8f00a4f7afd95e0a54509ae6b843,2017-09-16 08:46:32
1436,104560,801e2ff77293fc72d8e0de46ac79fb84,2017-09-16 08:45:58
1437,102701,f0d6621a0c4ebb31193804e94f7021b8,2017-09-16 08:43:55
1438,103023,209418c88c0cabfefa3dd3c5de68d0ea,2017-09-16 08:41:53
1439,104474,ed12be35b83ac72478602e93466d592f,2017-09-16 08:36:44
1440,104474,1d6f46461526adee77d2a07f479b0b1c,2017-09-16 08:26:17
1441,104474,3379847ac4ea32a977304931bf8d5077,2017-09-16 08:16:39
1442,104474,337b413eac39005377c607e11326d602,2017-09-16 08:06:42
1443,105078,2c945213b7a7b65708e084e9e2851814,2017-09-16 08:05:36
1444,104474,c6a027e03ea09fbfd682f9079e3a0863,2017-09-16 08:03:56
1445,104474,714c192f8adcbfcdb008ddb0f0aefb97,2017-09-16 08:03:12
1446,105816,ef9104ae6daef4e2650afbdf830fdafd,2017-09-16 07:58:12
1447,104474,9b5e80d8af16c01125421f0ca1c6c663,2017-09-16 07:56:19
1448,102701,db971980dacf107f2fb99d2bc7d4e853,2017-09-16 07:53:36
1449,102701,dd94a937d10ea2e5c3ea5df6d3757ffc,2017-09-16 07:48:19
1450,105400,2d142cd91af6e8a03026df4f35d47d24,2017-09-16 07:48:12
1451,106101,f4f9679d83d1393c26bdca5a41a58691,2017-09-16 07:47:28
1452,104474,cb6307be936a79011c51c8b244ebfd42,2017-09-16 07:46:48
1453,105614,669f18725ec974f9f4b1d45decb4e745,2017-09-16 07:42:54
1454,105952,c75b2cd88a02d688fc7704c25b91c5d0,2017-09-16 07:42:24
1455,104560,7342d3b0f9ad583e8704c35038f4286e,2017-09-16 07:41:53
1456,105755,228d3dd1020afb73eaf5ca2faacec148,2017-09-16 07:41:26
1457,102875,a7844d7f8fda8d0853417edc256dfee1,2017-09-16 07:41:22
1458,102701,0aa8aa5ae2350f175271250ceb251f16,2017-09-16 07:39:26
1459,104474,ccd09668a77334cf1c727635f84ace02,2017-09-16 07:36:41
1460,105638,51e720d6055624be070f4851c42d1a42,2017-09-16 07:36:20
1461,104474,a48c07eba2fd35444595ebcd7b7c2c10,2017-09-16 07:26:21
1462,105638,aab7aef06bc1ef447c1800778dc95b7b,2017-09-16 07:22:03
1463,104474,0c5dd2d037588a36693894426e09dbe1,2017-09-16 07:16:36
1464,105755,4eb07615d1a3930d5d9d951021f19459,2017-09-16 07:13:52
1465,103683,4a26541dc2c2b6bd9f69d1e8e5f181bc,2017-09-16 07:12:22
1466,106030,149b5d12c3ed57d4097903e72e4fad15,2017-09-16 07:11:54
1467,106101,1e54758f6d494d8416e928c21c2a3d5d,2017-09-16 07:10:33
1468,105952,6f6dada174086b26cde05b869f94f971,2017-09-16 07:10:11
1469,105439,d79e55286921000d20897ac63456be00,2017-09-16 07:08:16
1470,104474,0a6cc9da5612a774578145639c7e95ee,2017-09-16 07:06:49
1471,105536,e986e57c06eed912b6e9eeae2d7a9377,2017-09-16 07:04:33
1472,104474,73f7194234470e9133c77b4e081dc97d,2017-09-16 07:03:10
1473,104474,ebe141e0f372a3f8d5574339fc7b73f3,2017-09-16 07:02:47
1474,102701,855717d810bc5f02d771a8931d75d285,2017-09-16 07:01:05
1475,104474,b4aeb15e0f287e3805e2baae21adac05,2017-09-16 06:56:02
1476,105774,8e640863987ef6f714607512f116688e,2017-09-16 06:54:02
1477,104560,0ffea6689a5ddfe5b5ab26add5bcd0fd,2017-09-16 06:51:48
1478,105536,8a7751f9056eec108e2f5220892e23fc,2017-09-16 06:46:32
1479,104474,ec143ae2c42eddeb3b42381a294b160b,2017-09-16 06:46:21
1480,102701,46c258bc638bba39effac49a8a2f9870,2017-09-16 06:40:50
1481,104474,7753e1351ff694839f8dc13b1e455c08,2017-09-16 06:36:17
1482,106089,fc62430fef6f76b8921a6258e20fd2b1,2017-09-16 06:36:03
1483,106030,48434a861dfebb3fbe63f334065113d8,2017-09-16 06:34:48
1484,102875,c3a9cd552ad6d476fa810d4fe0e1b1c0,2017-09-16 06:34:47
1485,102875,cf08520501cae3417cac39d22f8c870e,2017-09-16 06:32:35
1486,106056,d9b8d75df976662f6767dbe195f48f6b,2017-09-16 06:29:50
1487,104560,c0a105b1b35eff151cd8209d79aadc5c,2017-09-16 06:28:45
1488,104474,28555ed4c946e2227b06bd10a477c317,2017-09-16 06:26:06
1489,102875,90eb2c04fed25e6852a1ab1dcdfc8156,2017-09-16 06:23:11
1490,104474,0d95537c44f85b5beecc3dc8517a0499,2017-09-16 06:16:35
1491,104474,dc5eb5ba7f0bf44b0fa9f558a2ce5815,2017-09-16 06:06:40
1492,104474,c0094db1c11458c35a88815297aaaf5a,2017-09-16 06:03:41
1493,104474,5feaf53f68f91e0d9c0c023d273d7b2a,2017-09-16 06:02:57
1494,104474,02562244dc36ab9081df7c39eaa72486,2017-09-16 05:56:09
1495,104560,be7cac75258e9edc4193e120de573978,2017-09-16 05:51:02
1496,104560,da1f58c7a2882658664b265b13632fdd,2017-09-16 05:50:38
1497,105614,e3ce0a99066432521445aba0d6e0d5cc,2017-09-16 05:48:20
1498,104474,f34e4680afc9d1f67e872c785ba29f87,2017-09-16 05:46:08
1499,102701,2efde8afcdcbc49414aae74731efb2c0,2017-09-16 05:42:57
1500,106139,3275c8788a0a90d286e12814b2708f43,2017-09-16 05:41:39
1501,105638,cfabc349ce4550a871b0f828237f65e9,2017-09-16 05:39:52
1502,104474,f9d4b534b60485178d608231e8adf489,2017-09-16 05:36:37
1503,104934,a9abd2e54ed8794904f605097823bbf2,2017-09-16 05:31:38
1504,105638,db01a06274089e83f4d34bc496b688ab,2017-09-16 05:30:53
1505,105536,473139d340f8c6e91a4a7422b4203c85,2017-09-16 05:30:31
1506,104474,c9639d4266bd05b982bcd4aa9e563aee,2017-09-16 05:26:08
1507,102701,550186e63e8fe44535e9b4790a15328b,2017-09-16 05:25:22
1508,104474,7d0f0b4a81b5320916e9f0827ea97b23,2017-09-16 05:16:34
1509,105744,c6d894b78daa6069cd3521b890b0a7cd,2017-09-16 05:11:39
1510,103683,f7ff507c5fd401b31723d19ea545dcd6,2017-09-16 05:11:15
1511,105614,8ceb92277f42e44c611d3f5ceb9c1f79,2017-09-16 05:08:54
1512,104474,a1932c440d6a6fef5c1fb1ebc5fa011d,2017-09-16 05:07:16
1513,104474,024a97e8f3a99837837027c84890e54d,2017-09-16 05:06:34
1514,104474,5bbf5ab90ab8d08a85c874b232034262,2017-09-16 05:04:03
1515,104474,e1b2306de3a4806a16897215047d732a,2017-09-16 05:03:07
1516,102701,aa2ab879dd0fed4888ce76040a9eeefe,2017-09-16 04:59:45
1517,104560,c1f85d6f57ebb5afc7d1a7c1d99c40ed,2017-09-16 04:56:05
1518,104474,41a26cc271a559ad7f6e647df91b28df,2017-09-16 04:55:59
1519,104474,50d6b9d4340675349189477fe0373291,2017-09-16 04:45:58
1520,105614,4fc20edf20c6463d0ecaab2e02bd162a,2017-09-16 04:45:56
1521,104560,3c3bda1dfa9e06c63216453235503e70,2017-09-16 04:43:55
1522,102701,7cc444f8c3837dbca875ae30910846c9,2017-09-16 04:41:37
1523,104474,942c4213de4d2103bdc8b355c3ed8b1e,2017-09-16 04:36:35
1524,105614,df9e7fdcd87bf86e6a422177f920e443,2017-09-16 04:26:05
1525,104474,6cb3ac96d3181ebfc7cf221af49c212f,2017-09-16 04:26:01
1526,105656,d7b8fdf02c2e22fa8e95178f187c555e,2017-09-16 04:25:50
1527,105417,f1adbd6ddfb4cc609cf3595407f9c5d7,2017-09-16 04:19:09
1528,104560,f9735c9d7c13a73b6f43b7d183db3f0d,2017-09-16 04:18:02
1529,102701,9e2acd1c0bf64e08566fc641dbcb6ec0,2017-09-16 04:17:20
1530,104474,9c02fb141fb0043e72e10cff234d333a,2017-09-16 04:16:20
1531,105755,fd61fe5b5611235b65e60c39b3bcaca3,2017-09-16 04:15:44
1532,105755,eb51833bf9cf06720ca714fcaeecf09b,2017-09-16 04:14:33
1533,106101,e020bf664636721ea4c1b66e8b6ff196,2017-09-16 04:12:07
1534,104474,6be84c62cd33daa2c539703308c0daf1,2017-09-16 04:06:28
1535,102875,b75f50b7538794bf0631e9b53cf3dc4f,2017-09-16 04:05:55
1536,104474,f26330b28b793751cb4a37b18fac53e5,2017-09-16 04:03:31
1537,104474,a1a7b93242f2e7dbbaafa39f30ce2095,2017-09-16 04:02:47
1538,102701,5870f9375ca90a5258f027bb58ea1d64,2017-09-16 04:01:10
1539,105085,66cc0ec911d6893672ef7a8aa40b6833,2017-09-16 03:58:16
1540,104474,bf24fe191bd3ffae63c4f92486022c05,2017-09-16 03:56:07
1541,102701,7b9adf72c4ac218b086fac3e9b254571,2017-09-16 03:52:00
1542,102701,731df9cd87bdc69543de717b2c345fc7,2017-09-16 03:51:43
1543,105614,2ab186f0e13232ca8cb6be066de757d5,2017-09-16 03:51:00
1544,102875,91628389321fb077937f8e5e5a86ea8b,2017-09-16 03:46:59
1545,104474,6407066feb8ad7925a26fefa7296e36b,2017-09-16 03:45:59
1546,102875,d4a660c7abeeb199a49597072850aef3,2017-09-16 03:37:51
1547,103476,735db44de09746400e8008d57fe08de6,2017-09-16 03:36:58
1548,102701,1c672d000923d8957d9c39b861fd3ed8,2017-09-16 03:36:33
1549,104474,3b5586c0856476bc737a48e9905c3df6,2017-09-16 03:36:18
1550,105766,0f40bff9de0db5c2b78099f5ea0f0c0a,2017-09-16 03:29:53
1551,104474,da715b35fdf1cebea631eeff894068a1,2017-09-16 03:25:52
1552,102701,f7d1f0ff6a933ee246f2ba588b22c920,2017-09-16 03:23:01
1553,104560,2dc25db63d9da61a8160e1f15d88185c,2017-09-16 03:21:26
1554,102701,7d6a5a91791bdd9ad5344c43b1771ebf,2017-09-16 03:18:27
1555,104474,4cccc6b990e7c0f73003b92cbd5be3a7,2017-09-16 03:16:34
1556,105656,cd79681bbf0abd323f1ea7a870100442,2017-09-16 03:14:55
1557,105901,1428c33e5ed05f6ea1ab5b73068eebb3,2017-09-16 03:10:41
1558,106139,ca6ada572f2fea561a1bbb77fc1035c5,2017-09-16 03:09:04
1559,104474,be6640105b4569916b6b1923555a656c,2017-09-16 03:06:54
1560,104474,76d6a39765445f0e43f942bdbb0cd174,2017-09-16 03:04:13
1561,104474,72388cb9e38a0a24669483dd20ddcc00,2017-09-16 03:02:53
1562,104474,1ddd81768b5af7bd2b143be421ca7084,2017-09-16 02:56:03
1563,106090,4a98f1b78b9a5b37bdc5ebdd722250ab,2017-09-16 02:51:51
1564,105614,a84db2e6101726b45257c74be0c03725,2017-09-16 02:51:22
1565,104474,e80197c7dc9a1d8f3c4f0047c80ae22a,2017-09-16 02:46:08
1566,105774,b780639641562f748969af198898dc4c,2017-09-16 02:46:03
1567,105755,6228ffcfb1e5e3ce2a9817dcd2ae9ebf,2017-09-16 02:44:20
1568,102701,bdb833dc3ed1e19c22cfaa64e67a1ce4,2017-09-16 02:43:53
1569,105614,0bbb3d779b5eb3906ab018f9db52ecbf,2017-09-16 02:42:25
1570,105755,a2b5d9553d4ec2b226a1311ab71d9abd,2017-09-16 02:41:44
1571,103708,9c63792a1bfd47384f248b21f8783ef9,2017-09-16 02:41:29
1572,105952,64aa1f4e5b05bd303a9775668d75d05d,2017-09-16 02:39:07
1573,104474,6703f5873ec6f1f02fca2518f31aa456,2017-09-16 02:36:40
1574,105288,f4e95962be7d8c9a08f8a9d809959bcf,2017-09-16 02:29:38
1575,105949,ab80cff6ff3d24abecc581f2e6895e0c,2017-09-16 02:28:13
1576,104474,323266f7e070aaade0c11f1c4dbf19e7,2017-09-16 02:25:57
1577,104560,b6ff1266c76c03ee941ee9dbb5fb5ed9,2017-09-16 02:25:54
1578,104560,82fb14859cee69962465455f9e1be248,2017-09-16 02:21:07
1579,105723,6b2a084fa97ae0abef48ac31b994b08a,2017-09-16 02:17:30
1580,104474,8d5edc5ccaffd734344929e7ab87c8d2,2017-09-16 02:16:32
1581,105614,47cd0b18f79738e893f5d13c5cd5e518,2017-09-16 02:15:00
1582,102701,504c855334c8c23d4e0cd22d91d3aa1e,2017-09-16 02:14:34
1583,105755,f7f2132b03f7e407fa44c447fb6493c0,2017-09-16 02:09:44
1584,105952,3ef007424469f4a34dfa5729f67c8987,2017-09-16 02:09:15
1585,104474,81962bd4d1ca216ce05799d78daccc73,2017-09-16 02:06:35
1586,106101,db7f11f709583a9967ad6322074fc6e3,2017-09-16 02:04:31
1587,104474,7909a91f32e25f274b2412aa5e85e47c,2017-09-16 02:03:40
1588,104474,4fb0c85823322bd5a7da88d6bc5a70b7,2017-09-16 02:03:02
1589,105614,5f927f598159340ffbbc2eb11b7aed04,2017-09-16 01:59:45
1590,104752,58932832fd4d30dadfce5bc770b33a2f,2017-09-16 01:56:12
1591,104474,6f0312ba7eac1a96b1819e8943dbe121,2017-09-16 01:56:11
1592,105638,7c1434ace8ec7e1fdb5d95f6eebe70e1,2017-09-16 01:53:34
1593,103708,d3ddb9907141b4df1476413c75d3a712,2017-09-16 01:49:49
1594,104474,85e62df4c99a634f276b755cd3b5719a,2017-09-16 01:48:29
